Age,Attrition,Business_Travel,Daily_Rate,Department,Distance_From_Home,Education,Education_Field,Employee_Number,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Stock_Option_Level,Total_Working_Years,Training_Times_Last_Year,Work_Life_Balance,Years_At_Company,Years_Since_Last_Promotion,Years_With_Current_Manager,Role_Department,Remote_Work
30,No,Unknown,641.0, Sales ,25.0,2,Unknown,475.0,4,Female,85.0,3,2,Sales Executive,3,Unknown,6477.686121919585,6069,7,Unknown,12,3.0,2,1,4.0,2,4.0,2,2,2,Sales Executive - Sales,False
21,Yes,Unknown,756.0,Unknown,8.903925104852734,1,Unknown,478.0,1,Female,99.0,2,1,Sales Representative,2,Single,2174.0,9150,1,Unknown,11,3.0,3,0,3.0,3,3.0,3,1,2,Unknown,True
57,No,Travel Rarely,593.0,Unknown,1.0,4,Medical,482.0,4,Male,88.0,3,2,Healthcare Representative,3,Unknown,6755.0,2967,2,No,11,3.0,3,0,11.171074638408209,2,3.0,3,1,2,Unknown,True
21,No,Unknown,895.0,Unknown,9.0,2,Unknown,0.01,1,Male,39.0,3,1,Sales Representative,4,Single,6477.686121919585,2851,1,Unknown,24,4.0,3,0,3.0,3,2.0,3,2,2,Unknown,True
31,No,Travel Rarely,408.0,Unknown,9.0,4,Life Sciences,0.01,3,Male,42.0,2,1,Research Scientist,2,Unknown,2657.0,7551,0,Unknown,16,3.0,4,0,3.0,5,3.0,2,2,2,Unknown,True
29,No,Unknown,1283.0, Research & Development ,8.855207841221471,3,Unknown,495.0,1,Male,54.0,3,1,Research Scientist,4,Unknown,6477.686121919585,18168,9,No,16,3.0,4,0,6.0,4,3.0,3,1,2,Research Scientist - Research & Development,False
27,No,Travel Rarely,1469.0,Unknown,1.0,2,Unknown,0.01,4,Male,82.0,3,1,Laboratory Technician,2,Unknown,6477.686121919585,17881,1,No,11,3.0,2,1,5.0,2,3.0,5,0,4,Unknown,True
49,No,Travel Rarely,1261.0,Unknown,7.0,3,Other,0.01,2,Male,31.0,2,3,Healthcare Representative,3,Single,10965.0,12066,8,No,24,4.0,3,0,11.632450045700047,2,3.0,5,0,0,Unknown,True
36,No,Travel Rarely,329.0,Unknown,2.0,3,Unknown,501.0,4,Female,96.0,3,1,Research Scientist,3,Married,2543.0,11868,4,No,13,3.0,2,1,10.986620732465555,3,3.0,2,2,2,Unknown,True
34,Yes,Non Travel,1362.0,Unknown,19.0,3,Marketing,502.0,1,Male,67.0,4,2,Sales Executive,4,Unknown,5304.0,4652,8,Yes,13,3.0,2,0,11.708467968788568,3,2.0,5,0,4,Unknown,True
24,No,Unknown,1371.0,Unknown,10.0,4,Marketing,507.0,4,Female,77.0,3,2,Sales Executive,3,Divorced,6477.686121919585,5915,1,Yes,12,3.0,4,1,11.71632274220953,2,4.0,5,0,3,Unknown,True
42,No,Unknown,201.0,Unknown,1.0,4,Unknown,517.0,2,Female,65.48769060591788,3,1,Laboratory Technician,1,Unknown,6477.686121919585,20490,3,No,16,3.0,2,1,8.0,5,3.0,5,1,2,Unknown,True
54,No,Unknown,821.0,Unknown,5.0,2,Medical,522.0,1,Male,86.0,3,5,Research Director,1,Married,19406.0,8509,4,Unknown,11,3.0,3,1,24.0,4,2.0,4,1,2,Unknown,False
34,No,Unknown,1381.0,Unknown,4.0,4,Unknown,523.0,3,Female,72.0,3,2,Sales Executive,3,Married,6538.0,12740,9,No,15,3.0,1,1,11.722702975133219,3,3.0,3,1,2,Unknown,True
43,No,Unknown,313.0,Unknown,21.0,3,Unknown,525.0,4,Male,61.0,3,1,Laboratory Technician,4,Unknown,2258.0,15238,7,Unknown,20,4.0,1,1,10.970161416080296,1,3.0,3,1,2,Unknown,True
43,No,Travel Rarely,1473.0,Unknown,8.0,4,Other,526.0,3,Female,74.0,3,2,Healthcare Representative,3,Unknown,6477.686121919585,2227,4,Yes,14,3.0,4,0,11.787619603773301,3,3.0,5,0,2,Unknown,True
31,No,Travel Rarely,329.0,Unknown,1.0,2,Unknown,530.0,4,Male,98.0,2,1,Laboratory Technician,1,Married,2218.0,16193,1,No,12,3.0,3,1,4.0,3,3.0,4,3,2,Unknown,False
25,Yes,Travel Rarely,688.0,Unknown,3.0,3,Medical,0.01,1,Male,91.0,3,1,Laboratory Technician,1,Married,6477.686121919585,9396,5,No,13,3.0,3,1,6.0,5,3.0,2,0,2,Unknown,True
45,No,Unknown,192.0,Unknown,10.0,2,Life Sciences,544.0,1,Male,69.0,3,1,Research Scientist,4,Married,2654.0,9655,3,No,21,3.0,4,2,8.0,3,2.0,2,0,2,Unknown,True
52,No,Travel Rarely,1490.0,Unknown,4.0,2,Life Sciences,0.01,4,Female,66.65008462447861,3,4,Manager,4,Married,6477.686121919585,10310,2,No,13,3.0,4,0,31.0,2,1.0,5,1,4,Unknown,False
34,Yes,Travel Frequently,296.0,Unknown,6.0,2,Unknown,555.0,4,Female,33.0,1,1,Sales Representative,3,Unknown,6477.686121919585,12253,0,No,16,3.0,4,1,3.0,3,2.0,2,1,0,Unknown,True
26,No,Travel Rarely,1349.0,Unknown,23.0,3,Life Sciences,0.01,1,Female,90.0,3,1,Research Scientist,4,Divorced,6477.686121919585,3032,1,No,22,4.0,2,2,11.70257438692808,3,1.0,3,0,2,Unknown,True
29,No,Unknown,986.0,Unknown,3.0,4,Unknown,564.0,2,Male,93.0,2,3,Research Director,3,Unknown,11935.0,21526,1,No,18,3.0,3,0,11.448039236314454,2,3.0,10,0,7,Unknown,True
29,Yes,Unknown,408.0,Unknown,25.0,5,Technical Degree,0.01,3,Female,71.0,2,1,Research Scientist,2,Married,2546.0,18300,5,No,16,3.0,2,0,6.0,2,4.0,2,1,1,Unknown,False
46,No,Unknown,1009.0,Unknown,2.0,3,Life Sciences,0.01,1,Male,51.0,3,4,Research Director,3,Married,17861.0,2288,6,No,13,3.0,3,0,11.458213148346466,2,1.0,3,0,1,Unknown,False
46,No,Unknown,1125.0,Unknown,10.0,3,Marketing,580.0,3,Female,94.0,2,3,Sales Executive,4,Unknown,6477.686121919585,11563,2,Unknown,19,3.0,3,1,15.0,3,3.0,3,1,2,Unknown,False
30,No,Travel Rarely,413.0, Sales ,7.0,1,Marketing,585.0,4,Male,57.0,3,1,Sales Representative,2,Single,6477.686121919585,18398,0,Unknown,14,3.0,1,0,11.040040068138493,3,3.0,3,1,2,Sales Representative - Sales,True
34,Yes,Travel Frequently,988.0, Human Resources ,23.0,3,Unknown,0.01,2,Female,43.0,3,3,Human Resources,1,Divorced,6477.686121919585,11533,9,Yes,15,3.0,3,3,11.442077842711925,2,3.0,3,0,2,Human Resources - Human Resources,False
42,No,Unknown,1474.0,Unknown,5.0,2,Other,591.0,2,Male,97.0,3,1,Laboratory Technician,3,Married,6477.686121919585,9260,4,No,17,3.0,4,1,11.791644018340568,4,3.0,2,2,0,Unknown,True
22,Yes,Unknown,1368.0, Research & Development ,8.86072280947847,1,Technical Degree,593.0,3,Male,99.0,2,1,Laboratory Technician,3,Single,3894.0,9129,5,No,16,3.0,3,0,4.0,3,3.0,2,1,2,Laboratory Technician - Research & Development,True
29,No,Travel Rarely,232.0,Unknown,19.0,3,Technical Degree,611.0,4,Male,34.0,3,2,Manufacturing Director,4,Divorced,4262.0,22645,4,No,12,3.0,2,2,8.0,2,4.0,3,1,2,Unknown,True
46,No,Travel Frequently,1034.0, Research & Development ,18.0,1,Medical,624.0,1,Female,86.0,3,3,Healthcare Representative,3,Married,10527.0,8984,5,No,11,3.0,4,0,11.480617963452902,3,2.0,2,1,2,Healthcare Representative - Research & Development,True
32,Yes,Unknown,1474.0, Sales ,11.0,4,Other,631.0,4,Male,66.63554100900144,4,2,Sales Executive,3,Unknown,6477.686121919585,23914,8,Unknown,12,3.0,4,0,11.78723686215449,2,3.0,4,1,2,Sales Executive - Sales,True
24,No,Unknown,801.6889804605191,Unknown,24.0,3,Medical,632.0,4,Male,38.0,3,1,Sales Representative,4,Unknown,2400.0,5530,0,No,13,3.0,3,2,3.0,3,3.0,2,2,1,Unknown,False
35,No,Travel Rarely,538.0,Unknown,25.0,2,Unknown,652.0,1,Male,54.0,2,2,Laboratory Technician,4,Single,3681.0,14004,4,No,14,3.0,4,0,11.127287585585425,3,3.0,3,0,2,Unknown,False
42,No,Unknown,622.0,Unknown,2.0,4,Life Sciences,659.0,3,Female,81.0,3,2,Healthcare Representative,4,Married,6477.686121919585,5718,1,No,13,3.0,2,2,10.0,4,3.0,10,2,2,Unknown,True
48,No,Travel Rarely,1236.0,Unknown,1.0,4,Unknown,664.0,4,Female,40.0,2,4,Manager,1,Married,6477.686121919585,17997,7,No,11,3.0,1,1,21.0,3,1.0,3,0,2,Unknown,True
44,No,Travel Rarely,1112.0,Unknown,1.0,4,Unknown,665.0,1,Female,50.0,2,2,Human Resources,3,Unknown,6477.686121919585,26894,4,No,11,3.0,2,0,10.0,1,4.0,2,0,2,Unknown,True
34,No,Unknown,204.0, Sales ,14.0,3,Unknown,666.0,3,Female,31.0,3,1,Sales Representative,3,Unknown,6477.686121919585,2912,1,Yes,18,3.0,4,2,8.0,3,3.0,8,0,6,Sales Representative - Sales,True
21,No,Unknown,1343.0,Unknown,22.0,1,Technical Degree,0.01,3,Male,49.0,3,1,Sales Representative,3,Unknown,3447.0,24444,1,Unknown,11,3.0,3,0,11.69250484568525,2,3.0,3,1,2,Unknown,True
44,No,Travel Rarely,1315.0,Unknown,3.0,4,Unknown,671.0,4,Male,35.0,3,5,Manager,4,Unknown,19513.0,9358,4,Unknown,12,3.0,1,1,26.0,2,4.0,2,0,1,Unknown,True
22,No,Travel Rarely,802.1244283945524,Unknown,6.0,1,Medical,675.0,1,Male,69.0,3,1,Research Scientist,3,Married,6477.686121919585,12145,0,Unknown,20,4.0,4,0,11.315313822470296,3,3.0,2,2,2,Unknown,True
26,No,Travel Rarely,991.0,Unknown,6.0,3,Unknown,686.0,3,Female,71.0,3,1,Laboratory Technician,4,Unknown,2659.0,17759,1,Yes,13,3.0,3,1,11.448375695435617,2,3.0,3,0,2,Unknown,False
36,No,Unknown,913.0,Unknown,9.0,2,Medical,699.0,2,Male,48.0,2,2,Manufacturing Director,2,Unknown,8847.0,13934,2,Yes,11,3.0,3,1,13.0,2,3.0,3,0,2,Unknown,True
27,No,Unknown,1115.0,Unknown,3.0,4,Medical,0.01,1,Male,54.0,2,1,Research Scientist,4,Single,2045.0,15174,0,Unknown,13,3.0,4,0,5.0,0,3.0,4,1,1,Unknown,True
23,No,Travel Rarely,885.0,Unknown,4.0,3,Unknown,705.0,1,Male,58.0,4,1,Research Scientist,1,Unknown,6477.686121919585,8544,2,Unknown,16,3.0,1,1,5.0,3,4.0,3,0,2,Unknown,False
25,No,Unknown,810.0,Unknown,8.0,3,Life Sciences,707.0,4,Male,57.0,4,2,Sales Executive,2,Unknown,4851.0,15678,0,No,22,4.0,3,1,4.0,4,3.0,3,1,2,Unknown,False
48,No,Unknown,817.0,Unknown,8.888572526336105,1,Unknown,712.0,1,Male,56.0,4,2,Sales Executive,2,Married,8120.0,18597,3,Unknown,12,3.0,4,0,11.323880734134535,3,3.0,2,2,2,Unknown,True
24,Yes,Travel Rarely,693.0,Unknown,3.0,2,Life Sciences,0.01,1,Female,65.0,3,2,Sales Executive,3,Single,4577.0,24785,9,No,14,3.0,1,0,11.238062176741021,3,3.0,2,2,0,Unknown,True
60,No,Travel Rarely,1179.0,Unknown,16.0,4,Unknown,732.0,1,Male,84.0,3,2,Sales Executive,1,Single,5405.0,11924,8,No,14,3.0,4,0,10.0,1,3.0,2,2,2,Unknown,False
50,No,Unknown,316.0,Unknown,8.0,4,Marketing,738.0,4,Male,54.0,3,1,Sales Representative,2,Married,6477.686121919585,9983,7,No,15,3.0,4,1,4.0,2,3.0,2,2,2,Unknown,True
44,No,Non Travel,381.0,Unknown,24.0,3,Unknown,744.0,1,Male,49.0,1,1,Laboratory Technician,3,Single,3708.0,2104,2,Unknown,14,3.0,3,0,9.0,5,3.0,5,1,4,Unknown,False
47,No,Travel Frequently,217.0,Unknown,3.0,3,Unknown,746.0,4,Female,49.0,3,4,Sales Executive,3,Divorced,13770.0,10225,9,Yes,12,3.0,4,2,28.0,2,2.0,22,11,13,Unknown,True
42,Yes,Unknown,933.0,Unknown,19.0,3,Unknown,752.0,3,Male,57.0,4,1,Research Scientist,3,Divorced,6477.686121919585,20366,6,Unknown,12,3.0,4,0,11.405459327634343,2,3.0,2,2,2,Unknown,True
43,No,Travel Frequently,775.0,Unknown,15.0,3,Life Sciences,754.0,4,Male,47.0,2,2,Sales Executive,4,Married,6477.686121919585,23683,3,Unknown,18,3.0,3,1,7.0,5,3.0,2,2,2,Unknown,True
40,No,Unknown,804.0,Unknown,2.0,1,Unknown,0.01,4,Female,86.0,2,1,Research Scientist,4,Single,6477.686121919585,22929,0,Unknown,20,4.0,4,0,5.0,2,2.0,4,2,3,Unknown,False
29,No,Unknown,1090.0, Sales ,10.0,3,Unknown,0.01,4,Male,83.0,3,1,Sales Representative,2,Unknown,2297.0,17967,1,No,14,3.0,4,2,11.5196430801299,2,3.0,2,2,2,Sales Representative - Sales,False
53,No,Unknown,346.0,Unknown,6.0,3,Unknown,769.0,4,Male,86.0,3,2,Laboratory Technician,4,Single,2450.0,10919,2,Unknown,17,3.0,4,0,19.0,4,3.0,2,2,2,Unknown,False
23,No,Travel Rarely,310.0, Research & Development ,8.930234882893295,1,Medical,0.01,1,Male,79.0,4,1,Research Scientist,3,Single,6477.686121919585,19630,1,Unknown,18,3.0,4,0,10.970757778158632,3,3.0,2,0,2,Research Scientist - Research & Development,False
55,Yes,Unknown,725.0,Unknown,2.0,3,Medical,0.01,4,Male,78.0,3,5,Manager,1,Unknown,6477.686121919585,21199,5,Yes,13,3.0,4,1,24.0,2,3.0,5,1,4,Unknown,False
26,No,Travel Frequently,575.0,Unknown,1.0,2,Life Sciences,792.0,1,Female,71.0,1,1,Laboratory Technician,4,Unknown,6477.686121919585,5288,3,No,14,3.0,1,1,11.155990170416757,2,3.0,2,2,0,Unknown,True
34,No,Travel Rarely,182.0,Unknown,1.0,4,Unknown,797.0,2,Female,72.0,4,1,Research Scientist,4,Single,6477.686121919585,13551,2,No,16,3.0,3,0,10.879861716723882,2,3.0,4,1,3,Unknown,False
27,No,Unknown,829.0,Unknown,8.0,1,Marketing,800.0,3,Male,84.0,3,2,Sales Executive,4,Married,4342.0,24008,0,Unknown,19,3.0,2,1,5.0,3,3.0,4,1,1,Unknown,True
35,No,Travel Rarely,384.0,Unknown,8.0,4,Unknown,0.01,1,Female,72.0,3,1,Sales Representative,4,Unknown,2572.0,20317,1,No,16,3.0,2,1,3.0,1,2.0,3,0,2,Unknown,True
30,No,Travel Rarely,921.0,Unknown,8.87666203337365,3,Unknown,806.0,4,Male,38.0,1,1,Laboratory Technician,3,Married,6477.686121919585,24375,3,No,21,3.0,3,2,7.0,2,3.0,2,0,2,Unknown,True
34,No,Unknown,1111.0,Unknown,8.0,2,Unknown,0.01,3,Female,93.0,3,2,Sales Executive,1,Unknown,6500.0,13305,5,No,17,3.0,2,1,11.535857357152963,1,3.0,3,1,2,Unknown,True
52,No,Travel Rarely,1325.0, Research & Development ,8.85937838716383,4,Life Sciences,813.0,2,Female,82.0,3,2,Laboratory Technician,3,Unknown,3149.0,21821,8,Unknown,20,4.0,2,1,9.0,3,3.0,5,1,4,Laboratory Technician - Research & Development,True
33,Yes,Travel Rarely,118.0,Unknown,16.0,3,Marketing,819.0,1,Female,69.0,3,2,Sales Executive,1,Single,5324.0,26507,5,Unknown,15,3.0,3,0,10.834278553844477,3,3.0,3,0,2,Unknown,False
35,No,Travel Rarely,1258.0, Research & Development ,8.853387494828974,4,Unknown,0.01,2,Female,40.0,4,1,Research Scientist,3,Single,6477.686121919585,13301,3,No,13,3.0,3,0,7.0,0,3.0,2,2,2,Research Scientist - Research & Development,False
28,Yes,Unknown,890.0,Unknown,2.0,4,Unknown,0.01,3,Male,66.10848398643704,3,1,Research Scientist,3,Single,4382.0,16374,6,No,17,3.0,4,0,5.0,3,2.0,2,2,1,Unknown,True
36,No,Travel Rarely,1041.0,Unknown,13.0,3,Human Resources,0.01,3,Male,36.0,3,1,Human Resources,2,Married,6477.686121919585,25527,4,Unknown,13,3.0,2,1,11.478443850996722,2,3.0,5,0,4,Unknown,True
34,No,Travel Frequently,702.0, Research & Development ,16.0,4,Unknown,838.0,3,Female,100.0,2,1,Research Scientist,4,Single,2553.0,8306,1,No,16,3.0,3,0,6.0,3,3.0,5,1,3,Research Scientist - Research & Development,True
34,No,Unknown,829.0,Unknown,3.0,2,Unknown,847.0,3,Male,66.0535602998817,3,1,Human Resources,4,Unknown,6477.686121919585,2243,0,Unknown,19,3.0,3,1,4.0,1,1.0,3,0,2,Unknown,False
44,No,Travel Rarely,625.0,Unknown,4.0,3,Unknown,852.0,4,Male,50.0,3,2,Healthcare Representative,2,Single,5933.0,5197,9,Unknown,12,3.0,4,0,10.0,2,2.0,5,2,3,Unknown,True
32,No,Unknown,802.1507891848024,Unknown,13.0,4,Life Sciences,859.0,2,Male,73.0,3,2,Sales Executive,4,Divorced,4403.0,9250,2,Unknown,11,3.0,3,1,8.0,3,2.0,5,0,3,Unknown,True
53,No,Unknown,661.0,Unknown,7.0,2,Unknown,0.01,1,Female,78.0,2,3,Sales Executive,4,Married,10934.0,20715,7,Yes,18,3.0,4,1,35.0,3,3.0,5,0,4,Unknown,False
22,No,Unknown,802.052903990628,Unknown,1.0,2,Life Sciences,872.0,4,Male,66.02916529285129,2,2,Manufacturing Director,4,Unknown,6477.686121919585,19146,6,Unknown,22,4.0,1,2,4.0,2,1.0,2,2,2,Unknown,False
44,No,Travel Rarely,986.0,Unknown,8.0,4,Life Sciences,874.0,1,Male,62.0,4,1,Laboratory Technician,4,Unknown,6477.686121919585,5044,2,Yes,24,4.0,3,1,10.0,2,2.0,3,0,2,Unknown,False
35,Yes,Travel Frequently,802.4339073353292,Unknown,25.0,4,Life Sciences,881.0,4,Female,96.0,3,1,Research Scientist,2,Divorced,2022.0,16612,1,Unknown,19,3.0,1,1,10.0,3,2.0,10,7,8,Unknown,True
25,No,Unknown,583.0,Unknown,4.0,1,Unknown,885.0,3,Male,87.0,2,2,Sales Executive,1,Unknown,4256.0,18154,1,No,12,3.0,1,0,5.0,1,4.0,5,0,3,Unknown,False
49,No,Travel Rarely,1418.0,Unknown,1.0,3,Technical Degree,0.01,3,Female,36.0,3,1,Research Scientist,1,Unknown,3580.0,10554,2,No,16,3.0,2,1,7.0,2,3.0,4,0,2,Unknown,False
24,No,Non Travel,1269.0,Unknown,8.859340910022757,1,Life Sciences,888.0,1,Male,66.4506760968149,2,1,Laboratory Technician,4,Unknown,6477.686121919585,10778,0,Unknown,17,3.0,4,0,11.643122693242846,2,2.0,5,3,4,Unknown,False
38,No,Travel Rarely,395.0, Sales ,9.0,3,Marketing,893.0,2,Male,98.0,2,1,Sales Representative,2,Unknown,2899.0,12102,0,Unknown,19,3.0,4,1,3.0,3,3.0,2,1,2,Sales Representative - Sales,True
29,Yes,Travel Rarely,341.0,Unknown,1.0,3,Medical,896.0,2,Female,48.0,2,1,Sales Representative,3,Unknown,6477.686121919585,23522,6,Yes,19,3.0,3,3,5.0,3,3.0,3,0,2,Unknown,False
43,No,Travel Frequently,801.6917576732275,Unknown,1.0,3,Life Sciences,902.0,4,Female,33.0,3,2,Healthcare Representative,4,Married,5562.0,21782,4,Unknown,13,3.0,2,1,12.0,2,2.0,5,2,2,Unknown,True
28,No,Travel Rarely,821.0,Unknown,5.0,4,Medical,916.0,1,Male,98.0,3,2,Sales Executive,4,Single,6477.686121919585,24252,1,Unknown,14,3.0,2,0,4.0,3,3.0,4,0,2,Unknown,False
20,Yes,Travel Rarely,500.0,Unknown,2.0,3,Unknown,922.0,3,Female,49.0,2,1,Sales Representative,3,Single,6477.686121919585,22052,1,Unknown,13,3.0,4,0,2.0,3,2.0,2,0,2,Unknown,True
47,No,Unknown,1454.0,Unknown,2.0,4,Life Sciences,925.0,4,Female,65.0,2,1,Sales Representative,4,Single,6477.686121919585,13137,1,Yes,18,3.0,1,0,3.0,3,2.0,3,1,2,Unknown,True
22,Yes,Travel Rarely,617.0,Unknown,3.0,1,Life Sciences,0.01,2,Female,34.0,3,2,Manufacturing Director,3,Married,6477.686121919585,10022,0,Yes,19,3.0,1,1,4.0,3,4.0,3,0,2,Unknown,True
28,No,Unknown,995.0,Unknown,9.0,3,Medical,930.0,3,Female,77.0,3,1,Research Scientist,3,Divorced,2377.0,9834,5,No,18,3.0,2,1,6.0,2,3.0,2,2,2,Unknown,True
39,Yes,Unknown,1122.0, Research & Development ,6.0,3,Medical,0.01,4,Male,70.0,3,1,Laboratory Technician,1,Married,2404.0,4303,7,Unknown,21,4.0,4,0,11.540323187289138,2,1.0,2,2,2,Laboratory Technician - Research & Development,True
33,No,Travel Rarely,1198.0, Research & Development ,1.0,4,Unknown,939.0,3,Male,100.0,2,1,Research Scientist,1,Single,2799.0,3339,3,Unknown,11,3.0,2,0,11.598093873281483,1,3.0,3,0,2,Research Scientist - Research & Development,False
36,No,Travel Rarely,188.0, Research & Development ,7.0,4,Other,0.01,2,Male,65.0,3,1,Research Scientist,4,Single,6477.686121919585,23293,2,Unknown,18,3.0,3,0,8.0,6,3.0,6,0,1,Research Scientist - Research & Development,True
35,No,Travel Rarely,1219.0,Unknown,8.867910024007047,3,Unknown,975.0,3,Female,86.0,3,2,Sales Executive,3,Unknown,6477.686121919585,6179,1,Unknown,16,3.0,2,0,5.0,3,3.0,5,1,0,Unknown,True
31,Yes,Unknown,335.0,Unknown,9.0,2,Medical,991.0,3,Male,46.0,2,1,Research Scientist,1,Single,6477.686121919585,10322,0,Yes,22,4.0,1,0,4.0,0,3.0,3,1,2,Unknown,False
33,No,Travel Rarely,461.0,Unknown,13.0,1,Life Sciences,995.0,2,Female,53.0,3,1,Research Scientist,4,Single,3452.0,17241,3,Unknown,18,3.0,1,0,5.0,4,3.0,3,0,2,Unknown,False
27,No,Unknown,1134.0,Unknown,8.861393672687095,4,Unknown,1001.0,2,Female,37.0,3,1,Laboratory Technician,2,Married,2811.0,12086,9,No,14,3.0,2,1,4.0,2,3.0,2,2,2,Unknown,False
30,Yes,Travel Rarely,138.0,Unknown,22.0,3,Unknown,0.01,1,Female,48.0,3,1,Research Scientist,3,Married,6477.686121919585,11539,4,Unknown,11,3.0,2,0,10.845270028312148,2,3.0,5,0,1,Unknown,True
24,No,Unknown,1206.0,Unknown,17.0,1,Medical,0.01,4,Female,41.0,2,2,Manufacturing Director,3,Divorced,4377.0,24117,1,No,15,3.0,2,2,5.0,6,3.0,4,3,2,Unknown,False
35,Yes,Travel Rarely,622.0, Research & Development ,14.0,4,Other,1010.0,3,Male,39.0,2,1,Laboratory Technician,2,Divorced,6477.686121919585,10074,1,Yes,24,4.0,4,1,5.0,2,1.0,4,0,2,Laboratory Technician - Research & Development,False
30,Yes,Unknown,109.0,Unknown,5.0,3,Unknown,1017.0,2,Female,60.0,3,1,Laboratory Technician,2,Unknown,6477.686121919585,25725,0,Unknown,17,3.0,1,0,4.0,3,3.0,3,1,2,Unknown,True
48,No,Travel Rarely,277.0, Research & Development ,6.0,3,Unknown,1022.0,1,Male,97.0,2,2,Healthcare Representative,3,Unknown,4240.0,13119,2,No,13,3.0,4,0,19.0,0,3.0,2,2,2,Healthcare Representative - Research & Development,True
41,No,Travel Rarely,549.0,Unknown,7.0,2,Medical,0.01,4,Female,42.0,3,2,Manufacturing Director,3,Unknown,6477.686121919585,23371,6,Unknown,14,3.0,2,0,8.0,6,3.0,2,2,1,Unknown,False
27,No,Unknown,1055.0, Research & Development ,2.0,4,Unknown,1027.0,1,Female,47.0,3,2,Manufacturing Director,4,Unknown,4227.0,4658,0,Unknown,18,3.0,2,1,11.48997830751929,2,3.0,3,2,2,Manufacturing Director - Research & Development,True
35,No,Travel Rarely,802.0, Research & Development ,10.0,3,Other,1028.0,2,Male,45.0,3,1,Laboratory Technician,4,Unknown,3917.0,9541,1,No,20,4.0,1,1,3.0,4,2.0,3,1,2,Laboratory Technician - Research & Development,False
26,Yes,Non Travel,265.0,Unknown,29.0,2,Medical,1037.0,2,Male,79.0,1,2,Sales Executive,1,Single,4969.0,21813,8,No,18,3.0,4,0,10.938904981558649,6,3.0,2,2,2,Unknown,True
33,No,Non Travel,1038.0, Sales ,8.0,1,Life Sciences,1044.0,2,Female,66.24247141182595,2,1,Sales Representative,4,Unknown,6477.686121919585,21437,0,Unknown,19,3.0,4,0,11.480713726889856,2,2.0,2,2,2,Sales Representative - Sales,False
26,Yes,Unknown,342.0,Unknown,2.0,3,Life Sciences,1053.0,1,Male,57.0,3,1,Research Scientist,1,Married,2042.0,15346,6,Unknown,14,3.0,2,1,6.0,2,3.0,3,1,2,Unknown,True
38,No,Travel Frequently,1186.0,Unknown,3.0,4,Unknown,0.01,3,Male,44.0,3,1,Research Scientist,3,Unknown,2821.0,2997,3,No,16,3.0,1,1,8.0,2,3.0,2,2,2,Unknown,False
46,No,Unknown,430.0,Unknown,8.911716911247735,4,Medical,1069.0,4,Male,40.0,3,5,Research Director,4,Unknown,6477.686121919585,21445,9,No,17,3.0,4,2,23.0,0,3.0,2,2,2,Unknown,True
20,Yes,Unknown,769.0,Unknown,9.0,3,Marketing,1077.0,4,Female,54.0,3,1,Sales Representative,4,Single,6477.686121919585,17205,1,Yes,14,3.0,2,0,2.0,3,3.0,2,0,2,Unknown,True
30,No,Unknown,1176.0,Unknown,8.870675509257229,3,Other,1084.0,2,Male,85.0,3,2,Manufacturing Director,1,Married,9957.0,9096,0,Unknown,15,3.0,3,1,7.0,1,2.0,6,0,2,Unknown,False
27,No,Non Travel,1277.0,Unknown,8.0,5,Unknown,1094.0,1,Male,87.0,1,1,Laboratory Technician,3,Married,6477.686121919585,5869,1,Unknown,19,3.0,4,3,3.0,4,3.0,3,1,2,Unknown,False
55,No,Unknown,1091.0,Unknown,2.0,1,Unknown,1096.0,4,Male,65.0,3,3,Manufacturing Director,2,Married,6477.686121919585,15813,3,No,18,3.0,2,1,23.0,4,3.0,3,1,2,Unknown,True
33,No,Travel Rarely,654.0,Unknown,5.0,3,Life Sciences,1099.0,4,Male,34.0,2,3,Healthcare Representative,4,Unknown,6477.686121919585,21214,4,No,15,3.0,3,1,11.206191475461887,2,3.0,3,1,2,Unknown,True
28,No,Unknown,895.0,Unknown,15.0,2,Life Sciences,1102.0,1,Male,50.0,3,1,Laboratory Technician,3,Unknown,2207.0,22482,1,No,16,3.0,4,1,4.0,5,2.0,4,2,2,Unknown,True
34,No,Unknown,618.0,Unknown,3.0,1,Life Sciences,1103.0,1,Male,45.0,3,2,Healthcare Representative,4,Unknown,7756.0,22266,0,No,17,3.0,3,0,11.18247883763949,1,2.0,6,0,4,Unknown,True
33,Yes,Unknown,1017.0,Unknown,25.0,3,Medical,1108.0,1,Male,55.0,2,1,Research Scientist,2,Single,6477.686121919585,2993,4,Yes,20,4.0,2,0,5.0,0,3.0,2,2,2,Unknown,False
33,No,Unknown,970.0,Unknown,7.0,3,Life Sciences,1114.0,4,Female,30.0,3,2,Sales Executive,2,Married,6477.686121919585,13401,0,No,17,3.0,3,1,4.0,3,3.0,3,0,2,Unknown,False
21,No,Unknown,984.0,Unknown,1.0,1,Unknown,1131.0,4,Female,70.0,2,1,Research Scientist,2,Single,2070.0,25326,1,Yes,11,3.0,3,0,2.0,6,4.0,2,2,2,Unknown,True
